,instant,Date of the ride,season,holiday,weekday,Weather situation,temp,atemp,Relative humidity,windspeed,Non-registered user rentals,Registered user rentals,Total Rentals
196,807,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2273,65 %,0.4179,4,40,44
197,808,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2273,60 %,0.3284,0,20,20
198,809,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2879,60 %,0.0896,3,10,13
199,810,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2273,60 %,0.3582,0,2,2
200,811,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,60 %,0.2239,0,1,1
201,812,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,60 %,0.2239,0,1,1
202,813,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2424,65 %,0.1642,0,8,8
203,814,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2576,65 %,0.1045,2,21,23
204,815,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.2879,56 %,0.1045,7,38,45
205,816,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2879,52 %,0.2537,15,74,89
206,817,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 32 degree celsius,0.303,49 %,0.2537,28,89,117
207,818,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3333,46 %,0.0,48,126,174
208,819,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3636,46 %,0.0,47,135,182
209,820,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3485,46 %,0.0896,47,114,161
210,821,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3485,46 %,0.0896,52,130,182
211,822,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3485,49 %,0.1045,42,115,157
212,823,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3636,46 %,0.0,24,97,121
213,824,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.303,56 %,0.1642,13,65,78
214,825,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.2879,61 %,0.1343,1,20,21
215,826,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.2879,61 %,0.1045,5,21,26
216,827,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.303,60 %,0.0,5,22,27
218,829,06-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2879,65 %,0.0,4,26,30
219,830,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2879,65 %,0.0,1,14,15
220,831,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2727,75 %,0.0,1,4,5
221,832,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2576,80 %,0.0,0,3,3
222,833,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2576,86 %,0.0,0,1,1
223,834,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2576,86 %,0.0,1,1,2
224,835,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2576,86 %,0.0,1,9,10
225,836,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2424,93 %,0.0,1,29,30
226,837,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2424,86 %,0.0,6,89,95
228,839,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2727,80 %,0.0,3,115,118
229,840,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2576,75 %,0.1045,6,49,55
230,841,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.3182,65 %,0.0896,11,36,47
231,842,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 32 degree celsius,0.3485,62 %,0.0,7,59,66
232,843,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 36 degree celsius,0.3636,56 %,0.0896,10,54,64
233,844,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 36 degree celsius,0.3636,56 %,0.0896,8,52,60
234,845,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 38 degree celsius,0.3939,54 %,0.0896,4,46,50
235,846,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 36 degree celsius,0.3485,56 %,0.1343,16,98,114
237,848,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 34 degree celsius,0.3333,66 %,0.1343,5,170,175
238,849,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 32 degree celsius,0.3485,70 %,0.0,5,123,128
240,851,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 32 degree celsius,0.3485,70 %,0.0,3,75,78
241,852,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.303,81 %,0.0896,3,34,37
242,853,07-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 30 degree celsius,0.3333,81 %,0.0,6,19,25
243,854,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 28 degree celsius,0.3182,87 %,0.0,4,6,10
244,855,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 28 degree celsius,0.3182,87 %,0.0,0,4,4
245,856,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 26 degree celsius,0.2727,93 %,0.1045,1,1,2
246,857,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 28 degree celsius,0.2727,93 %,0.1642,0,1,1
247,858,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,93 %,0.1642,0,3,3
248,859,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2273,81 %,0.3284,0,2,2
249,860,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2273,70 %,0.3284,0,39,39
250,861,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.197,65 %,0.4179,3,97,100
252,863,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.197,52 %,0.4925,7,128,135
253,864,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.1818,47 %,0.5522,4,44,48
254,865,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.1818,47 %,0.4627,1,49,50
255,866,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.197,38 %,0.4925,2,63,65
256,867,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 24 degree celsius,0.197,32 %,0.4478,2,48,50
257,868,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.197,37 %,0.4179,3,61,64
258,869,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.197,35 %,0.3881,6,45,51
259,870,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.1818,35 %,0.5224,4,79,83
260,871,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.1818,32 %,0.5821,4,172,176
261,872,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1818,32 %,0.3881,1,151,152
262,873,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1212,40 %,0.4627,1,100,101
263,874,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,40 %,0.3284,3,53,56
264,875,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1061,33 %,0.4627,8,46,54
265,876,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1061,33 %,0.3582,0,29,29
266,877,08-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1061,33 %,0.3284,3,9,12
267,878,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.0758,36 %,0.3582,0,17,17
268,879,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1061,36 %,0.2239,0,7,7
269,880,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 8 degree celsius,0.0758,38 %,0.2836,1,2,3
270,881,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.0758,45 %,0.1343,0,2,2
271,882,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.1061,45 %,0.1045,0,7,7
272,883,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.1515,45 %,0.0,0,43,43
273,884,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 6 degree celsius,0.1061,49 %,0.1045,4,95,99
275,886,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1364,39 %,0.1642,4,119,123
276,887,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1818,36 %,0.0,8,51,59
277,888,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1515,43 %,0.1642,1,40,41
278,889,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.1818,40 %,0.2239,4,57,61
279,890,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.1667,40 %,0.2537,2,67,69
280,891,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1818,34 %,0.2985,2,56,58
281,892,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.1818,34 %,0.2836,3,61,64
282,893,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.197,37 %,0.2537,7,72,79
283,894,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.197,34 %,0.2537,9,157,166
284,895,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 18 degree celsius,0.1667,47 %,0.2985,2,168,170
286,897,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 14 degree celsius,0.1515,86 %,0.1642,0,84,84
287,898,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1515,86 %,0.1642,0,83,83
288,899,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 16 degree celsius,0.1667,80 %,0.1642,4,42,46
289,900,09-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 16 degree celsius,0.1515,80 %,0.194,0,37,37
290,901,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 14 degree celsius,0.1364,86 %,0.194,0,16,16
291,902,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 14 degree celsius,0.1515,80 %,0.1343,0,7,7
292,903,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Light Snow, Light Rain + Thunderstorm + Scattered clouds, Light Rain +Scattered clouds",feels like 14 degree celsius,0.1515,80 %,0.1343,0,3,3
293,904,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 14 degree celsius,0.1364,59 %,0.2239,0,1,1
294,905,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 12 degree celsius,0.1212,50 %,0.2239,0,6,6
295,906,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 12 degree celsius,0.1212,54 %,0.2836,0,26,26
296,907,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.0758,50 %,0.4179,0,99,99
297,908,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.0758,49 %,0.3284,5,173,178
298,909,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1061,42 %,0.3582,1,121,122
299,910,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1061,42 %,0.2985,1,34,35
300,911,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1212,39 %,0.3582,1,44,45
301,912,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1364,34 %,0.3881,4,65,69
302,913,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.1667,28 %,0.2985,3,59,62
303,914,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1818,27 %,0.2836,6,42,48
304,915,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.197,25 %,0.2537,0,50,50
305,916,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.1818,27 %,0.2985,4,76,80
306,917,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.1818,26 %,0.194,6,159,165
307,918,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1818,28 %,0.1343,3,157,160
308,919,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1667,28 %,0.1045,2,110,112
309,920,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1818,31 %,0.0896,4,93,97
310,921,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.2121,39 %,0.0,2,70,72
311,922,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.197,39 %,0.0,4,47,51
312,923,10-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1515,42 %,0.1045,1,33,34
313,924,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1364,49 %,0.1045,2,12,14
314,925,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1364,54 %,0.0896,1,6,7
315,926,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1364,54 %,0.0896,0,3,3
316,927,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 8 degree celsius,0.1212,63 %,0.0896,0,4,4
317,928,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 10 degree celsius,0.1818,68 %,0.0,1,23,24
318,929,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 8 degree celsius,0.1667,73 %,0.0,1,73,74
320,931,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1212,74 %,0.2239,8,132,140
321,932,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1364,69 %,0.194,5,39,44
322,933,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,47 %,0.1343,12,52,64
323,934,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,47 %,0.1343,7,64,71
324,935,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2273,35 %,0.194,21,89,110
325,936,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2879,26 %,0.2537,17,67,84
326,937,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 32 degree celsius,0.3182,21 %,0.1642,12,62,74
327,938,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2879,28 %,0.194,14,111,125
329,940,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.3182,28 %,0.0,9,165,174
330,941,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.303,33 %,0.0,7,94,101
331,942,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,55 %,0.1343,2,61,63
332,943,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2121,59 %,0.1343,1,46,47
333,944,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2273,64 %,0.0896,2,41,43
334,945,11-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 18 degree celsius,0.2424,69 %,0.0,5,48,53
335,946,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.197,69 %,0.0896,3,27,30
336,947,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.2121,86 %,0.0,2,22,24
337,948,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.2121,80 %,0.0,2,13,15
338,949,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.197,80 %,0.0,3,7,10
339,950,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1667,74 %,0.0896,0,4,4
340,951,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1667,74 %,0.0896,0,1,1
341,952,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1364,93 %,0.194,1,1,2
342,953,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 12 degree celsius,0.1515,80 %,0.1045,2,9,11
343,954,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 14 degree celsius,0.1515,86 %,0.1343,2,28,30
344,955,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 16 degree celsius,0.1818,64 %,0.1343,5,38,43
345,956,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2121,41 %,0.2537,13,71,84
346,957,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2727,28 %,0.3284,30,84,114
347,958,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2727,39 %,0.4627,27,93,120
348,959,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 30 degree celsius,0.2727,39 %,0.4179,32,103,135
349,960,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.3182,31 %,0.2836,30,90,120
350,961,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.303,28 %,0.4179,47,127,174
351,962,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 34 degree celsius,0.303,28 %,0.4179,42,103,145
352,963,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 32 degree celsius,0.2879,31 %,0.5224,24,113,137
353,964,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.2576,38 %,0.3284,4,60,64
354,965,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 28 degree celsius,0.2727,38 %,0.1642,2,39,41
355,966,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.2576,41 %,0.2239,1,39,40
356,967,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 26 degree celsius,0.303,41 %,0.0,9,42,51
357,968,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 24 degree celsius,0.2576,44 %,0.0896,6,39,45
358,969,12-02-2011,Spring,Not a Holiday,Working day,"Clear, Few clouds, Partly cloudy",feels like 22 degree celsius,0.2273,51 %,0.1343,1,31,32
359,970,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2273,64 %,0.1045,5,34,39
360,971,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Clear, Few clouds, Partly cloudy",feels like 20 degree celsius,0.2273,59 %,0.0896,1,23,24
361,972,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2273,75 %,0.0896,1,19,20
362,973,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2273,69 %,0.1045,4,8,12
363,974,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2121,69 %,0.1642,0,2,2
364,975,13-02-2011,Spring,Not a Holiday,Weekend or Holiday,"Mist+Cloudy, Mist+Broken clouds, Mist+Few clouds, Mist",feels like 20 degree celsius,0.2121,69 %,0.1343,2,3,5
